p[1].UID,p[1].isLeader,p[1].state,p[1].elected,p[2].UID,p[2].isLeader,p[2].state,p[2].elected,p[3].UID,p[3].isLeader,p[3].state,p[3].elected,p[4].UID,p[4].isLeader,p[4].state,p[4].elected,p[5].UID,p[5].isLeader,p[5].state,p[5].elected,p[6].UID,p[6].isLeader,p[6].state,p[6].elected,channel[1].mtype,channel[1].elected,channel[2].mtype,channel[2].elected,channel[3].mtype,channel[3].elected,channel[4].mtype,channel[4].elected,channel[5].mtype,channel[5].elected,channel[6].mtype,channel[6].elected,hasLeader,leaderUID,election_done
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,RECV_ELEC,6,SEND_ELECT,6,SEND_ELECT,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,NON_PARTICIPANT,6,3,false,NON_PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,EMPTY,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,EMPTY,6,SEND_ELECT,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,SEND_ELECT,6,EMPTY,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,SEND_ELECT,6,SEND_ELECT,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,true,6,false
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,EMPTY,6,EMPTY,6,SEND_ELECT,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,EMPTY,6,SEND_ELECT,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,NON_PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,EMPTY,Undefined,SEND_ELECT,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,NON_PARTICIPANT,6,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,EMPTY,6,EMPTY,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,EMPTY,6,SEND_ELECT,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,true,6,true
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,SEND_ELECT,6,EMPTY,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,EMPTY,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,SEND_ELECT,6,EMPTY,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,false,NON_PARTICIPANT,Undefined,EMPTY,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,Undefined,SEND_ELECT,6,SEND_ELECT,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,NON_PARTICIPANT,6,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,EMPTY,6,RECV_ELEC,6,SEND_ELECT,6,SEND_ELECT,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,SEND_ELECT,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,RECV_ELEC,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,RECV_ELEC,6,true,6,true
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,SEND_ELECT,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,NON_PARTICIPANT,6,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,SEND_ELECT,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,NON_PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,EMPTY,Undefined,SEND_ELECT,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,EMPTY,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,SEND_ELECT,6,EMPTY,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,SEND_ELECT,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,SEND_ELECT,6,RECV_ELEC,6,true,6,false
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,EMPTY,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,EMPTY,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,NON_PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,EMPTY,Undefined,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,NON_PARTICIPANT,6,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,EMPTY,6,EMPTY,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,EMPTY,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,SEND_ELECT,6,EMPTY,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,false,NON_PARTICIPANT,Undefined,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,SEND_ELECT,6,EMPTY,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,Undefined,SEND_ELECT,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,RECV_ELEC,6,SEND_ELECT,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,RECV_ELEC,6,RECV_ELEC,6,SEND_ELECT,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,SEND_ELECT,6,RECV_ELEC,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,EMPTY,6,RECV_ELEC,6,true,6,true
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,NON_PARTICIPANT,6,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,NON_PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,EMPTY,Undefined,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,EMPTY,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,NON_PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,EMPTY,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,EMPTY,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,false,NON_PARTICIPANT,Undefined,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,EMPTY,Undefined,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,EMPTY,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,Undefined,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,Undefined,ELECTED,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,RECV_ELEC,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,RECV_ELEC,6,ELECTED,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,6,6,true,PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,true,6,true
1,false,NON_PARTICIPANT,Undefined,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,Undefined,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,NON_PARTICIPANT,6,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,false,NON_PARTICIPANT,Undefined,EMPTY,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,NON_PARTICIPANT,6,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,false,NON_PARTICIPANT,Undefined,EMPTY,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,Undefined,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,NON_PARTICIPANT,6,5,false,PARTICIPANT,Undefined,6,false,NON_PARTICIPANT,Undefined,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,SEND_ELECT,6,EMPTY,Undefined,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,false,NON_PARTICIPANT,Undefined,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,EMPTY,Undefined,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,false,NON_PARTICIPANT,Undefined,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,false,NON_PARTICIPANT,Undefined,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,Undefined,true,6,false
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,NON_PARTICIPANT,6,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,EMPTY,6,RECV_ELEC,6,true,6,true
1,false,NON_PARTICIPANT,6,2,false,PARTICIPANT,Undefined,3,false,PARTICIPANT,Undefined,4,false,PARTICIPANT,Undefined,5,false,PARTICIPANT,Undefined,6,true,NON_PARTICIPANT,6,EMPTY,6,SEND_ELECT,6,SEND_ELECT,6,SEND_ELECT,6,RECV_ELEC,6,RECV_ELEC,6,true,6,true
